date,net_pnl_usd,cum_pnl_usd
2018-08-20,-658.7104760636166,-42750.223715869244
2018-08-21,1078.8577410302216,-41671.36597483902
2018-08-22,1975.451147523735,-39695.91482731528
2018-08-23,-19.905156185589192,-39715.81998350087
2018-08-24,171.00455059230637,-39544.81543290857
2018-08-27,566.4092469691292,-38978.406185939435
2018-08-28,-322.6077872678593,-39301.01397320729
2018-08-29,46.24618781751229,-39254.767785389784
2018-08-31,-1134.1244565265142,-40388.8922419163
2018-09-04,-635.26837748297,-41024.16061939927
2018-09-05,1030.3587952827704,-39993.8018241165
2018-09-06,-862.0772521166543,-40855.87907623315
2018-09-07,-532.6353321299157,-41388.514408363066
2018-09-10,-74.3060862911345,-41462.8204946542
2018-09-11,-1205.0312107399543,-42667.851705394154
2018-09-12,470.962775187179,-42196.88893020697
2018-09-13,-54.77999760879968,-42251.66892781577
2018-09-17,192.5471788979749,-42059.121748917794
2018-09-19,228.99113254834094,-41830.13061636945
2018-09-20,279.56414415696315,-41550.56647221249
2018-09-21,-248.06250993143277,-41798.62898214393
2018-09-24,1500.1149144075837,-40298.514067736345
2018-09-25,-434.81890004207196,-40733.33296777842
2018-09-26,238.38677721903218,-40494.946190559385
2018-09-27,-657.6747357246022,-41152.620926283984
2018-09-28,-521.0619277870201,-41673.682854071005
2018-10-01,627.8460925734074,-41045.836761497594
2018-10-02,-113.71103734057016,-41159.54779883816
2018-10-03,-1087.6838128454033,-42247.231611683565
2018-10-04,-342.1147259445245,-42589.34633762809
2018-10-05,-1345.6359414894437,-43934.98227911754
2018-10-08,-464.55839241501656,-44399.54067153256
2018-10-09,241.8043578317394,-44157.73631370082
2018-10-10,775.4822482831468,-43382.25406541768
2018-10-11,-2133.4735982953825,-45515.727663713056
2018-10-12,-1273.5141942788691,-46789.241857991925
2018-10-15,877.5516939286043,-45911.69016406332
2018-10-16,-242.97311407820524,-46154.663278141525
2018-10-17,-301.5177389236408,-46456.181017065166
2018-10-18,1107.528966333799,-45348.65205073137
2018-10-19,-515.5331057534567,-45864.185156484826
2018-10-22,-1634.8258419453325,-47499.01099843016
2018-10-23,-3512.538678670028,-51011.549677100185
2018-10-24,-7285.926741234493,-58297.47641833468
2018-10-26,350.4196815024454,-57947.05673683223
2018-10-29,-1014.3565757679778,-58961.413312600205
2018-10-30,-112.59155105052758,-59074.004863650734
2018-10-31,1891.626448584975,-57182.37841506576
2018-11-01,-4878.04909053509,-62060.42750560085
2018-11-02,-392.32497925012075,-62452.75248485097
2018-11-05,-520.1451225612869,-62972.897607412255
2018-11-06,1226.7320382753132,-61746.16556913694
2018-11-07,-2166.3014744237043,-63912.46704356064
2018-11-08,-149.55377381607735,-64062.02081737672
2018-11-09,86.93271009534385,-63975.08810728137
2018-11-12,2450.7818203045003,-61524.30628697687
2018-11-13,-767.7220090908074,-62292.02829606768
2018-11-14,18.460673059872875,-62273.5676230078
2018-11-15,-527.7815044579346,-62801.349127465735
2018-11-16,-331.6225298035826,-63132.97165726932
2018-11-19,331.7002557638619,-62801.27140150546
2018-11-20,-319.57890444760676,-63120.85030595306
2018-11-21,2633.4624481907636,-60487.387857762296
2018-11-23,193.24952582311303,-60294.13833193918
2018-11-26,1321.2620206911147,-58972.87631124807
2018-11-27,-279.30352601377547,-59252.17983726184
2018-11-28,3180.9081727865278,-56071.271664475316
2018-11-29,180.53806247868516,-55890.73360199663
2018-11-30,-707.2622019876076,-56597.99580398424
2018-12-03,687.072244932665,-55910.923559051575
2018-12-04,9605.22606738698,-46305.69749166459
2018-12-06,3246.900285277971,-43058.79720638662
2018-12-07,-3885.9862153557956,-46944.78342174242
2018-12-10,-3789.7106634502884,-50734.4940851927
2018-12-11,298.2596395969915,-50436.23444559571
2018-12-12,-144.19036806863733,-50580.42481366435
2018-12-13,887.9908770446905,-49692.43393661966
2018-12-14,-180.3293850592002,-49872.76332167886
2018-12-17,-1567.9750150390396,-51440.7383367179
2018-12-18,-270.14778371967185,-51710.88612043757
2018-12-19,-353.5495171402015,-52064.43563757777
2018-12-20,182.28143951565596,-51882.15419806212
2018-12-21,-2654.8266428542256,-54536.980840916345
2018-12-24,-77.30055828488571,-54614.28139920123
2018-12-26,611.0359387079129,-54003.245460493315
2018-12-28,-353.9275091317151,-54357.17296962503
2019-01-03,-386.8624506985153,-54744.03542032355
2019-01-04,-536.2932882865996,-55280.32870861015
2019-01-07,-429.0831064307972,-55709.41181504095
2019-01-08,292.5157815370775,-55416.89603350387
2019-01-09,479.0058468247518,-54937.89018667912
2019-01-10,-792.2828838745337,-55730.173070553654
2019-01-11,-319.23152638354463,-56049.4045969372
2019-01-14,729.5335136299864,-55319.87108330722
2019-01-15,-308.94673532401293,-55628.81781863123
2019-01-16,-12.0,-55640.81781863123
2019-01-17,-404.3141561308742,-56045.1319747621
2019-01-18,-2063.2977510657006,-58108.4297258278
2019-01-22,1053.9113934136283,-57054.518332414176
2019-01-23,-963.1738625387873,-58017.692194952964
2019-01-24,-572.6310303818568,-58590.32322533482
2019-01-25,-59.54502452597768,-58649.868249860796
2019-01-28,-2081.454913832455,-60731.323163693254
2019-01-29,383.9479898457279,-60347.375173847526
2019-01-30,115.82659797350482,-60231.54857587402
2019-01-31,-95.32854792808916,-60326.87712380211
2019-02-01,-171.6156779002278,-60498.492801702334
2019-02-04,103.47748351879596,-60395.01531818354
2019-02-05,-3419.8986508491275,-63814.91396903267
2019-02-06,-417.52014399257575,-64232.43411302524
2019-02-07,122.34659129867848,-64110.087521726564
2019-02-08,2331.5860807021304,-61778.50144102443
2019-02-11,-986.8279544081652,-62765.3293954326
2019-02-12,299.7141804362493,-62465.61521499635
2019-02-13,614.4975591921102,-61851.11765580424
2019-02-14,-722.4345318477798,-62573.55218765202
2019-02-15,213.67009891021007,-62359.88208874181
2019-02-19,-1414.3478575276722,-63774.22994626949
2019-02-20,-557.0403515636904,-64331.27029783318
2019-02-21,295.061507516904,-64036.208790316276
2019-02-22,-1490.9808563530341,-65527.18964666931
2019-02-25,-1133.8168920871897,-66661.0065387565
2019-02-26,403.59861166828233,-66257.40792708822
2019-02-27,604.0934537457805,-65653.31447334244
2019-02-28,236.11693668010253,-65417.19753666234
2019-03-01,-866.386270977397,-66283.58380763973
2019-03-04,630.0178491677855,-65653.56595847195
2019-03-05,1170.593366760281,-64482.972591711674
2019-03-06,-433.87105261748354,-64916.84364432916
2019-03-07,328.7382850540689,-64588.10535927509
2019-03-08,585.1257198586102,-64002.97963941648
2019-03-11,437.7449226791317,-63565.23471673735
2019-03-12,1035.3634468563475,-62529.871269881005
2019-03-13,1204.5355407904756,-61325.335729090526
2019-03-14,256.92125961802185,-61068.414469472504
2019-03-15,770.8889635824908,-60297.525505890015
2019-03-18,-169.1709978680471,-60466.69650375806
2019-03-19,220.4879580568351,-60246.20854570122
2019-03-20,-113.68513948972517,-60359.893685190946
2019-03-21,-969.6107179756973,-61329.50440316664
2019-03-22,80.82143264008131,-61248.682970526555
2019-03-25,1069.5803136187103,-60179.102656907846
2019-03-26,1018.5725720687699,-59160.530084839076
2019-03-27,115.66376783729868,-59044.866317001775
2019-03-28,652.9683940814843,-58391.89792292029
2019-03-29,268.2796688756277,-58123.61825404466
2019-04-01,1217.1559239642968,-56906.462330080365
2019-04-02,-603.5179172258835,-57509.98024730625
2019-04-03,-1523.4968246523395,-59033.477071958594
2019-04-04,923.9998114769153,-58109.477260481675
2019-04-05,-1038.603724453071,-59148.08098493475
2019-04-08,-289.05928492892633,-59437.140269863674
2019-04-09,-286.02798415776,-59723.16825402143
2019-04-10,-576.1363919839083,-60299.30464600534
2019-04-11,77.97741899486067,-60221.32722701048
2019-04-12,-309.0097026876767,-60530.336929698155
2019-04-15,588.6678090712111,-59941.669120626946
2019-04-16,345.12601035104336,-59596.5431102759
2019-04-17,-1778.3455985010928,-61374.888708777
2019-04-18,-869.1864972372023,-62244.0752060142
2019-04-22,-1282.8718067176071,-63526.947012731805
2019-04-23,-239.3227739355135,-63766.26978666732
2019-04-24,508.28829419507366,-63257.981492472245
2019-04-25,578.5424226770356,-62679.43906979521
2019-04-26,-48.783760927614026,-62728.22283072283
2019-04-29,-960.2988327714459,-63688.52166349428
2019-04-30,1065.1007332003687,-62623.420930293905
2019-05-01,151.58893510448928,-62471.831995189415
2019-05-02,-289.46947195154735,-62761.30146714096
2019-05-03,17.648446848320418,-62743.653020292644
2019-05-06,-2472.741907685167,-65216.39492797781
2019-05-07,-807.681234178966,-66024.07616215678
2019-05-08,-994.657627243528,-67018.73378940031
2019-05-09,107.39436601207723,-66911.33942338824
2019-05-10,378.72328187472857,-66532.61614151351
2019-05-13,-1353.120489649796,-67885.73663116331
2019-05-14,512.1209530236881,-67373.61567813963
2019-05-15,-596.274578429811,-67969.89025656944
2019-05-16,-866.503482564033,-68836.39373913348
2019-05-17,50.08999169620728,-68786.30374743727
2019-05-20,234.29803335326068,-68552.005714084
2019-05-21,406.4166336863146,-68145.5890803977
2019-05-22,-490.91209723614736,-68636.50117763384
2019-05-23,-1025.4551511872296,-69661.95632882106
2019-05-24,20.795254253669086,-69641.1610745674
2019-05-28,-48.245755739485844,-69689.40683030688
2019-05-29,-7344.503548796532,-77033.91037910341
2019-05-30,-1909.0217060810846,-78942.9320851845
2019-05-31,-4220.56761312131,-83163.49969830581
2019-06-03,-1275.389462294857,-84438.88916060067
2019-06-04,5093.851093202145,-79345.03806739852
2019-06-05,1139.1855515058678,-78205.85251589265
2019-06-06,-211.97423159035242,-78417.826747483
2019-06-07,110.09543463050721,-78307.7313128525
2019-06-10,606.9689310427841,-77700.76238180972
2019-06-11,1483.3209095234831,-76217.44147228624
2019-06-12,196.97666822657592,-76020.46480405967
2019-06-13,5.688576502737163,-76014.77622755693
2019-06-14,-220.06106751047784,-76234.83729506741
2019-06-17,-432.7680057521925,-76667.6053008196
2019-06-18,2045.3731299988578,-74622.23217082075
2019-06-19,-284.08472413984487,-74906.31689496059
2019-06-20,-822.3897329190654,-75728.70662787966
2019-06-21,-282.48723505186746,-76011.19386293153
2019-06-24,464.7953177499525,-75546.39854518157
2019-06-25,117.96801034379047,-75428.43053483778
2019-06-26,-1497.1736731674596,-76925.60420800524
2019-06-27,-140.71270863983636,-77066.31691664508
2019-06-28,-752.0129533425334,-77818.32986998762
2019-07-01,105.83805810653087,-77712.49181188109
2019-07-02,-35.35027379610517,-77747.8420856772
2019-07-03,1592.359793880745,-76155.48229179645
2019-07-05,-609.8870381933618,-76765.36932998982
2019-07-08,244.41955660004646,-76520.94977338977
2019-07-09,311.40251436703556,-76209.54725902274
2019-07-10,-654.4267429654423,-76863.97400198819
2019-07-11,397.13401637957975,-76466.8399856086
2019-07-12,-364.8799974197583,-76831.71998302836
2019-07-15,469.4845078082154,-76362.23547522015
2019-07-16,-70.48438334048097,-76432.71985856062
2019-07-18,278.94316068278397,-76153.77669787784
2019-07-19,-454.3731278426394,-76608.14982572048
2019-07-22,-1988.8503707767634,-78597.00019649725
2019-07-23,-1158.5616453946623,-79755.5618418919
2019-07-24,-1574.2038529485203,-81329.76569484042
2019-07-25,-703.12868112286,-82032.89437596328
2019-07-26,557.59737263865,-81475.29700332464
2019-07-29,-1851.763863831736,-83327.06086715637
2019-07-30,-95.04668972112682,-83422.1075568775
2019-07-31,-895.6740531949977,-84317.78161007249
2019-08-01,1257.1423679397917,-83060.6392421327
2019-08-02,2062.196816012983,-80998.44242611973
2019-08-05,4401.370985527628,-76597.0714405921
2019-08-06,-228.56880280734043,-76825.64024339944
2019-08-07,-817.8878003554801,-77643.52804375492
2019-08-08,6020.249409540218,-71623.2786342147
2019-08-09,-828.6223612879398,-72451.90099550264
2019-08-12,300.8148314619197,-72151.08616404072
2019-08-13,-29.89113729903397,-72180.97730133976
2019-08-14,-254.07748862507907,-72435.05478996484
2019-08-15,-1135.0600254151475,-73570.11481537999
2019-08-16,919.2992591103814,-72650.8155562696
2019-08-19,1487.4629787898511,-71163.35257747976
2019-08-20,-184.35124263349812,-71347.70382011325
2019-08-21,-1852.615468090579,-73200.31928820383
2019-08-22,136.15872542182518,-73064.160562782
2019-08-23,814.7859050148643,-72249.37465776713
2019-08-26,512.7677588354381,-71736.60689893168
2019-08-27,-408.7999446893865,-72145.40684362107
2019-08-28,-1146.5136799634947,-73291.92052358456
2019-08-29,-512.2509745116927,-73804.17149809626
2019-08-30,-566.9933541425818,-74371.16485223884
2019-09-03,2125.357270236411,-72245.80758200242
2019-09-04,-1172.3349741118404,-73418.14255611427
2019-09-05,-1164.9284418798231,-74583.07099799409
2019-09-06,3782.5926193729656,-70800.47837862112
2019-09-09,-3814.205579818198,-74614.68395843932
2019-09-10,-1907.5777803446724,-76522.26173878399
2019-09-11,-2531.0534980692296,-79053.31523685322
2019-09-12,-1793.2216051040923,-80846.5368419573
2019-09-13,-539.921642810295,-81386.4584847676
2019-09-17,1288.3532793430797,-80098.10520542452
2019-09-18,1042.1138184084764,-79055.99138701605
2019-09-19,-184.42932673676088,-79240.42071375281
2019-09-20,1456.3765344446856,-77784.04417930813
2019-09-23,-818.6236166375422,-78602.66779594567
2019-09-24,1062.378147677205,-77540.28964826847
2019-09-25,57.79035169457114,-77482.49929657391
2019-09-26,824.2685163089617,-76658.23078026494
2019-09-27,740.3489475008058,-75917.88183276413
2019-09-30,-214.93851575887908,-76132.82034852302
2019-10-01,-23.589364726388055,-76156.4097132494
2019-10-02,-468.6247586468362,-76625.03447189624
2019-10-03,1172.5557471166499,-75452.47872477959
2019-10-04,777.103912586058,-74675.37481219354
2019-10-07,-149.44736497864815,-74824.82217717219
2019-10-08,100.91091867613827,-74723.91125849605
2019-10-09,268.1288040902443,-74455.78245440581
2019-10-10,1532.3421551557403,-72923.44029925007
2019-10-11,3024.0232122999823,-69899.41708695008
2019-10-14,-238.83331600683994,-70138.25040295692
2019-10-15,-2313.4726050744302,-72451.72300803136
2019-10-16,-1118.7400727604688,-73570.46308079183
2019-10-17,-2547.986976910111,-76118.45005770194
2019-10-18,-3366.10399546355,-79484.55405316548
2019-10-21,-2384.014590391881,-81868.56864355736
2019-10-22,-1206.1618189725737,-83074.73046252993
2019-10-23,966.3118582726695,-82108.41860425725
2019-10-24,114.02826527776637,-81994.39033897949
2019-10-25,100.1893791905674,-81894.20095978893
2019-10-28,-2443.32739435519,-84337.52835414412
2019-10-29,885.8727341373965,-83451.65562000671
2019-10-30,133.11139143837573,-83318.54422856834
2019-10-31,-1606.5884946588726,-84925.13272322722
2019-11-01,-1550.6377694065334,-86475.77049263375
2019-11-04,-2703.575283826115,-89179.34577645986
2019-11-05,-916.2245987292804,-90095.57037518914
2019-11-06,1687.019801597551,-88408.5505735916
2019-11-07,-1273.7366430456696,-89682.28721663727
2019-11-08,-592.1469634493908,-90274.43418008665
2019-11-11,-1490.1924975363358,-91764.62667762299
2019-11-12,-750.5319413125316,-92515.15861893551
2019-11-13,-1702.0515662439557,-94217.21018517947
2019-11-14,-1593.6620097843315,-95810.8721949638
2019-11-15,-910.548038446992,-96721.42023341078
2019-11-18,217.7498626240258,-96503.67037078676
2019-11-19,528.1469378701578,-95975.5234329166
2019-11-20,718.6986203247516,-95256.82481259185
2019-11-21,298.2978049092186,-94958.52700768263
2019-11-22,112.98182413886428,-94845.54518354376
2019-11-25,-492.636140751894,-95338.18132429566
2019-11-26,-173.0789135565213,-95511.26023785218
2019-11-27,-55.46543839156976,-95566.72567624376
2019-11-29,-792.3003048137881,-96359.02598105755
2019-12-02,209.9189838058316,-96149.10699725171
2019-12-03,-11.37352066561644,-96160.48051791733
2019-12-04,1409.0740260841637,-94751.40649183316
2019-12-05,264.70991972443585,-94486.69657210872
2019-12-06,1723.2445992352782,-92763.45197287344
2019-12-09,742.8256547162314,-92020.62631815721
2019-12-10,496.6198301540763,-91524.00648800314
2019-12-11,650.0109646536938,-90873.99552334945
2019-12-12,-299.5485687395019,-91173.54409208895
2019-12-13,-1159.1917638334883,-92332.73585592244
2019-12-16,263.9582642395214,-92068.77759168291
2019-12-17,-41.79075190635331,-92110.56834358927
2019-12-19,-646.6374324913236,-92757.20577608059
2019-12-20,-1271.2195539718484,-94028.42533005244
2019-12-23,-679.9075432261658,-94708.3328732786
2019-12-26,305.90626611524533,-94402.42660716336
2019-12-27,393.9764785880774,-94008.45012857528
2019-12-30,627.2117667695356,-93381.23836180574
2020-01-02,-816.3605699484283,-94197.59893175417
2020-01-03,43.3779727012313,-94154.22095905294
2020-01-06,542.5583758663687,-93611.66258318657
2020-01-07,-1470.423896307257,-95082.08647949382
2020-01-08,-448.04607691258104,-95530.1325564064
2020-01-09,1125.3652489299925,-94404.76730747642
2020-01-13,-293.60016205630694,-94698.36746953272
2020-01-14,900.1272138724026,-93798.24025566032
2020-01-15,-638.534413460965,-94436.77466912128
2020-01-16,1096.493604950205,-93340.28106417108
2020-01-17,-1378.452759270694,-94718.73382344177
2020-01-21,564.7250390498034,-94154.00878439196
2020-01-22,-757.2588835638182,-94911.26766795578
2020-01-23,-1829.6844607994506,-96740.95212875523
2020-01-24,-547.9520924850219,-97288.90422124026
2020-01-27,140.43439910305995,-97148.4698221372
2020-01-28,2292.003681531319,-94856.46614060587
2020-01-29,1162.1602355825587,-93694.30590502331
2020-01-30,-5772.549864913671,-99466.85576993698
2020-01-31,-3778.6890921744457,-103245.54486211143
2020-02-03,-578.5171412046153,-103824.06200331605
2020-02-04,2769.18434955589,-101054.87765376017
2020-02-05,2748.5660128271825,-98306.31164093298
2020-02-06,421.2564909303575,-97885.05515000262
2020-02-07,-629.8908227139351,-98514.94597271655
2020-02-10,-917.8931744072014,-99432.83914712376
2020-02-11,634.6367481048467,-98798.2023990189
2020-02-12,-938.7009972871181,-99736.90339630602
2020-02-13,1.3619960551297083,-99735.54140025089
2020-02-14,-960.1474751472974,-100695.68887539819
2020-02-18,129.9818025810335,-100565.70707281715
2020-02-19,-1144.466681272932,-101710.17375409008
2020-02-20,238.46917734768385,-101471.7045767424
2020-02-21,-565.5328222907658,-102037.23739903317
2020-02-24,4313.114712846221,-97724.12268618695
2020-02-25,-56227.70564218049,-153951.82832836744
2020-02-26,-1207.3264593390181,-155159.15478770644
2020-02-27,-5708.880488853875,-160868.03527656032
2020-02-28,-1118.696243977776,-161986.7315205381
2020-03-02,29513.975185870124,-132472.75633466797
2020-03-03,4273.428733165044,-128199.32760150293
2020-03-04,1561.8748320255334,-126637.45276947739
2020-03-05,514.9497284684397,-126122.50304100895
2020-03-06,2589.368351648871,-123533.13468936009
2020-03-09,127.62748257048054,-123405.50720678961
2020-03-10,-21439.823298072613,-144845.3305048622
2020-03-11,-42283.706307490815,-187129.03681235304
2020-03-12,-76784.48311042163,-263913.51992277463
2020-03-13,-22708.268045957204,-286621.78796873183
2020-03-16,-125415.00735971649,-412036.7953284483
2020-03-17,-13269.267989484342,-425306.06331793265
2020-03-18,-11495.466021774373,-436801.52933970705
2020-03-19,19980.694304795943,-416820.8350349111
2020-03-20,7277.0931475560665,-409543.74188735505
2020-03-23,-3230.494995013579,-412774.2368823686
2020-03-24,324.06224061292073,-412450.1746417557
2020-03-25,-13499.195339838554,-425949.36998159427
2020-03-26,-3220.9820717552902,-429170.35205334955
2020-03-27,-1789.1853562385877,-430959.5374095881
2020-03-30,-1865.2726784283964,-432824.8100880165
2020-03-31,1881.7163617270571,-430943.09372628946
2020-04-01,675.2613763182632,-430267.83234997117
2020-04-02,2635.6193915658537,-427632.2129584053
2020-04-03,-3062.8689524865426,-430695.08191089187
2020-04-06,41818.12590789601,-388876.95600299584
2020-04-07,-1327.3438189711183,-390204.29982196697
2020-04-08,-8592.120094442278,-398796.41991640924
2020-04-09,-148.36764051922972,-398944.78755692847
2020-04-13,10738.561820583698,-388206.22573634476
2020-04-14,7721.590214408781,-380484.635521936
2020-04-15,7236.361526804924,-373248.2739951311
2020-04-16,-23374.045030621313,-396622.31902575237
2020-04-17,8587.112214612904,-388035.2068111395
2020-04-20,3579.8583445830704,-384455.3484665564
2020-04-21,11370.363072394442,-373084.98539416195
2020-04-22,207.02253902699147,-372877.962855135
2020-04-23,2151.5224761310938,-370726.4403790039
2020-04-24,-1358.630120020206,-372085.07049902406
2020-04-27,-528.049963619175,-372613.1204626432
2020-04-28,520.4172760812971,-372092.70318656194
2020-04-29,-926.7427513701222,-373019.44593793206
2020-04-30,3302.124541725224,-369717.32139620685
2020-05-01,13459.768911208803,-356257.5524849981
2020-05-04,1958.6295899784227,-354298.92289501964
2020-05-05,1186.7013192706618,-353112.221575749
2020-05-06,3219.770594315335,-349892.4509814337
2020-05-07,2919.8929719423886,-346972.5580094913
2020-05-08,2190.4417742563155,-344782.116235235
2020-05-11,979.3268798169233,-343802.78935541806
2020-05-12,830.8962635629986,-342971.89309185505
2020-05-13,419.5609496815823,-342552.3321421735
2020-05-14,1505.0947065655141,-341047.237435608
2020-05-15,-231.22798629703007,-341278.46542190504
2020-05-18,10.01659081402704,-341268.448831091
2020-05-19,-7660.995835466757,-348929.44466655777
2020-05-20,-22599.115537143894,-371528.56020370167
2020-05-21,-6986.846431773307,-378515.406635475
2020-05-22,2716.4568621731805,-375798.94977330184
2020-05-26,-33925.53855629711,-409724.488329599
2020-05-27,-8456.795710645989,-418181.28404024494
2020-05-28,-3904.7136340920824,-422085.997674337
2020-05-29,15303.468295165761,-406782.52937917126
2020-06-01,-1331.2894265152595,-408113.81880568655
2020-06-02,-1316.0939531832246,-409429.91275886976
2020-06-03,-2381.8715975254313,-411811.7843563952
2020-06-04,-5705.666909019831,-417517.451265415
2020-06-05,-21174.38482683543,-438691.8360922504
2020-06-08,-7367.715468672934,-446059.55156092334
2020-06-09,11099.15858874944,-434960.3929721739
2020-06-10,9752.049350411675,-425208.34362176224
2020-06-11,10710.75908329503,-414497.5845384672
2020-06-12,-1631.1501274991265,-416128.73466596636
2020-06-15,-26107.780213392663,-442236.51487935905
2020-06-16,53658.027330766075,-388578.48754859297
2020-06-17,2609.7302224905293,-385968.7573261024
2020-06-18,698.3309286799391,-385270.42639742245
2020-06-19,3298.8731889290243,-381971.5532084934
2020-06-22,673.1987598992094,-381298.3544485942
2020-06-23,1496.9867386203614,-379801.3677099738
2020-06-24,-9639.32575885887,-389440.6934688327
2020-06-25,-3951.450303920466,-393392.1437727532
2020-06-26,-4776.581368008481,-398168.72514076164
2020-06-29,1227.4835812471565,-396941.2415595145
2020-06-30,2796.55116853736,-394144.69039097714
2020-07-01,2450.747864193365,-391693.9425267838
2020-07-02,3930.0568738460333,-387763.88565293775
2020-07-06,-1099.2972310848145,-388863.1828840226
2020-07-07,-240.5936466280274,-389103.7765306506
2020-07-08,160.8146656956501,-388942.96186495497
2020-07-09,-3233.1055965501682,-392176.0674615051
2020-07-13,1095.2768947396346,-391080.79056676547
2020-07-14,-633.4200389174254,-391714.2106056829
2020-07-15,-1684.456719938339,-393398.66732562124
2020-07-16,-1158.4060250579703,-394557.0733506792
2020-07-17,-733.5739511789732,-395290.6473018582
2020-07-20,7189.06541413312,-388101.58188772504
2020-07-21,-5126.379472787048,-393227.96136051207
2020-07-22,562.6398621994665,-392665.3214983126
2020-07-23,-2269.0376448945426,-394934.35914320714
2020-07-24,1362.1746724835234,-393572.1844707236
2020-07-27,1004.125997898024,-392568.05847282556
2020-07-28,2495.918676295526,-390072.13979653
2020-07-29,-602.0355236207029,-390674.17532015074
2020-07-30,-381.85396361736434,-391056.0292837681
2020-07-31,-400.3098762256656,-391456.33915999375
2020-08-03,129.48193668937182,-391326.8572233044
2020-08-04,3.641912049757707,-391323.21531125467
2020-08-05,-474.7385687923967,-391797.9538800471
2020-08-06,-1698.9534533014098,-393496.90733334847
2020-08-07,766.9372279747308,-392729.97010537377
2020-08-10,-2330.5001182549677,-395060.47022362874
2020-08-11,1431.793774152974,-393628.67644947575
2020-08-12,2155.7225485304357,-391472.9539009453
2020-08-13,691.5753937976092,-390781.3785071477
2020-08-14,-346.0529232635325,-391127.43143041123
2020-08-17,-225.95166986418934,-391353.3831002754
2020-08-18,1743.9421975940782,-389609.4409026813
2020-08-19,1577.8539361388687,-388031.58696654247
2020-08-20,2464.7524509208592,-385566.8345156216
2020-08-21,323.4574767117943,-385243.3770389098
2020-08-24,626.1702508544105,-384617.2067880554
2020-08-25,770.4894932256493,-383846.7172948298
2020-08-26,-695.1714242017292,-384541.8887190315
2020-08-27,-359.1056401255025,-384900.99435915705
2020-08-28,-2098.0062414906183,-386999.00060064765
2020-08-31,270.11132848928787,-386728.8892721584
2020-09-01,-1280.7171914626983,-388009.6064636211
2020-09-02,-1852.2861362698584,-389861.89259989094
2020-09-03,-253.4936344654695,-390115.3862343564
2020-09-04,1315.5949432995017,-388799.7912910569
2020-09-08,-325.35962783118305,-389125.1509188881
2020-09-09,-332.62567064282104,-389457.7765895309
2020-09-10,865.0948405906738,-388592.68174894026
2020-09-11,225.2723017552803,-388367.409447185
2020-09-14,-54.116823621089196,-388421.5262708061
2020-09-15,-927.705557860024,-389349.2318286661
2020-09-16,331.91171727569787,-389017.32011139044
2020-09-17,1183.8509178192871,-387833.46919357113
2020-09-18,-1269.3172838592452,-389102.7864774304
2020-09-21,-1579.7886653615599,-390682.57514279196
2020-09-22,-126.53492573790004,-390809.11006852984
2020-09-23,-4000.6695339092184,-394809.7796024391
2020-09-24,-8190.003314354781,-402999.7829167939
2020-09-25,-652.5574050974806,-403652.34032189136
2020-09-28,2708.0393606992648,-400944.3009611921
2020-09-29,4044.01177517282,-396900.2891860193
2020-09-30,303.44644484953085,-396596.84274116973
2020-10-01,-3415.8607974758797,-400012.70353864564
2020-10-02,-1664.8758113874092,-401677.5793500331
2020-10-05,1500.2272803495503,-400177.35206968355
2020-10-06,325.9484857436969,-399851.4035839398
2020-10-07,-306.31574077589505,-400157.7193247157
2020-10-08,-792.2065251459015,-400949.92584986164
2020-10-09,-1966.767576545096,-402916.6934264067
2020-10-12,-85.72548486222951,-403002.41891126893
2020-10-13,693.3426068439594,-402309.07630442496
2020-10-14,353.9482212241546,-401955.12808320083
2020-10-15,1236.0849870261932,-400719.04309617466
2020-10-16,779.1372714858687,-399939.9058246888
2020-10-19,1321.8203652758248,-398618.08545941295
2020-10-20,478.37201760150145,-398139.71344181144
2020-10-21,-65.28408970023384,-398204.9975315117
2020-10-22,1102.3942911529955,-397102.6032403587
2020-10-23,-593.9895080617173,-397696.59274842043
2020-10-26,876.6386578067572,-396819.9540906137
2020-10-27,-1379.8888366187978,-398199.8429272325
2020-10-28,-1751.9451070844705,-399951.78803431697
2020-10-29,3720.9697925818887,-396230.8182417351
2020-10-30,4463.613771819783,-391767.2044699153
2020-11-02,6244.419328204411,-385522.7851417109
2020-11-03,8380.862917387089,-377141.9222243238
2020-11-04,2654.8214628424066,-374487.1007614814
2020-11-05,-1067.9590423867382,-375555.0598038681
2020-11-06,2320.6234970261307,-373234.43630684196
2020-11-09,-1556.6892915982871,-374791.12559844024
2020-11-10,-12198.55887157774,-386989.68447001796
2020-11-11,-1650.6734566234165,-388640.35792664136
2020-11-12,4576.097171376438,-384064.2607552649
2020-11-13,-973.0333239251196,-385037.29407919
2020-11-16,-14156.640917657858,-399193.9349968479
2020-11-17,-4325.640802841204,-403519.5757996891
2020-11-18,-7022.179098934628,-410541.75489862374
2020-11-19,2553.602834487373,-407988.15206413635
2020-11-20,-684.4659428054558,-408672.6180069418
2020-11-23,-4133.535449997856,-412806.1534569397
2020-11-24,-9049.910571275093,-421856.0640282148
2020-11-25,411.6783498641614,-421444.38567835063
2020-11-27,1738.637497032936,-419705.7481813177
2020-11-30,7584.602889892651,-412121.14529142505
2020-12-01,843.5217112613207,-411277.62358016375
2020-12-02,-276.3342806654844,-411553.95786082925
2020-12-03,-250.41628909589696,-411804.37414992513
2020-12-04,-1195.478128075439,-412999.85227800056
